Title,Channel,Length,Likes,Dislikes,Views,Comments,Uploaded,Depth,LikeRatio,index,Run,Minutes
Wholesome Pawnee - Parks and Recreation,Parks and Recreation,10:07,4508,50,255571,159,2019-09-11T15:29:30Z,1,0.9890302764370338,17,23,10.117
"The TEARJERKERS: Emotional Moments from The Office, Brooklyn 99 and Parks & Recreation",Comedy Bites,10:20,1855,17,78800,91,2021-03-12T17:30:03Z,2,0.9909188034188035,24,23,10.333
"Inappropriate Workplace Behaviour | The Office, Parks & Recreation and Brooklyn Nine-Nine",Comedy Bites,09:59,5826,80,312425,167,2021-04-30T16:30:04Z,3,0.9864544530985438,43,23,9.983
WHO BROKE IT!? [Haikyuu!!],DnSama,01:07,200099,239,2119616,1558,2018-08-17T22:03:07Z,0,0.9988070161427188,10,24,1.117
[haikyuu!! animatic] what really happens at captain meetings,frenchchive,03:40,77452,77,800114,2715,2020-05-10T21:13:20Z,1,0.9990068232532343,14,24,3.667
So...who broke it? [We Bare Bears],soniana252,01:04,13676,133,273776,298,2019-01-18T22:28:42Z,0,0.990368600188283,5,25,1.067
Who Broke it - Wings of Fire Edition,Dragons & Doodles,01:12,24598,151,587161,1057,2021-02-14T23:03:31Z,1,0.9938987433835711,21,25,1.2
April Ludgate: The Worst Assistant in the World | Parks & Recreation | Comedy Bites,Comedy Bites,09:32,12033,214,670393,395,2021-03-31T16:30:03Z,0,0.9825263329795052,6,26,9.533
"Best of the Running Jokes from The Office, Parks & Recreation and Brooklyn Nine-Nine | Comedy Bites",Comedy Bites,10:23,3850,47,180242,136,2021-03-26T17:30:00Z,1,0.9879394405953298,21,26,10.383
parks and rec but the moments i audibly laughed at while watching,Remy,11:06,90374,858,2768540,2320,2021-01-30T12:00:13Z,0,0.9905954051210102,9,27,11.1
tiktoks that make me wheeze part 6,banana peel,43:42,161786,2737,5632212,6280,2021-02-01T20:25:28Z,1,0.9833640281298056,16,27,43.7
Best of Grumpy Ron Swanson - Parks and Recreation,Parks and Recreation,10:15,9375,135,679714,369,2021-03-09T17:00:02Z,0,0.9858044164037855,4,28,10.25
Every single meme from Parks And Recreation | Comedy Bites,Comedy Bites,10:02,15662,99,461765,338,2021-03-17T17:30:03Z,1,0.9937186726730537,21,28,10.033
Citizens Of Pawnee - Parks and Recreation,Parks and Recreation,10:12,15645,269,1209121,1041,2019-12-18T17:00:01Z,2,0.9830966444639939,28,28,10.2
Ron Swanson's Birthday Surprise - Parks and Recreation,Parks and Recreation,04:40,36999,447,2784489,811,2019-11-02T13:00:00Z,0,0.9880628104470437,7,29,4.667
Ron's Terrible Confession - Parks and Recreation,Parks and Recreation,04:10,22376,350,2606226,680,2015-01-21T05:00:00Z,1,0.9845991375517029,19,29,4.167
The Best Of Ron Swanson (Parks and Recreation),witchorking,32:15,260092,7283,29651262,13075,2017-02-22T21:06:12Z,2,0.9727611033193081,24,29,32.25
Best of Creed - The Office US,The Office,12:13,204224,2244,15038584,11916,2017-07-29T16:00:02Z,3,0.9891314876881647,40,29,12.217
Educating Andy Dwyer - Parks and Recreation,Parks and Recreation,10:06,21183,341,1586063,628,2020-01-01T17:00:04Z,0,0.984157219847612,8,30,10.1
Andy And Lord Covintgon - Parks and Recreation,Parks and Recreation,04:58,17767,122,937285,827,2019-12-19T17:00:01Z,1,0.9931801665828163,12,30,4.967
Andy Goes to College - Parks and Recreation,Parks and Recreation,04:09,2431,22,137692,145,2021-03-04T17:00:10Z,2,0.9910313901345291,30,30,4.15
Best of Craig Middlebrooks - Parks and Recreation,Parks and Recreation,10:04,17993,471,1081258,874,2019-01-02T17:00:00Z,3,0.9744909012131716,40,30,10.067
Best of Barney Varmn - Parks and Recreation,Parks and Recreation,10:06,15281,112,735236,910,2019-08-07T15:45:00Z,4,0.9927239654388358,46,30,10.1
Every single meme from Parks And Recreation | Comedy Bites,Comedy Bites,10:02,15662,99,461765,338,2021-03-17T17:30:03Z,5,0.9937186726730537,61,30,10.033
Chris Traeger Is The Bionic Man - Parks and Recreation,Parks and Recreation,10:10,14777,166,892616,629,2019-12-04T17:00:15Z,6,0.9888911195877669,67,30,10.167
Best of Grumpy Ron Swanson - Parks and Recreation,Parks and Recreation,10:15,9375,135,679714,369,2021-03-09T17:00:02Z,0,0.9858044164037855,1,31,10.25
Into The Wild With RON SWANSON | Parks and Recreation | Comedy Bites,Comedy Bites,09:55,12227,202,912502,494,2020-09-02T17:00:08Z,1,0.9837476868613726,18,31,9.917
Ron Swanson's Birthday Surprise - Parks and Recreation,Parks and Recreation,04:40,36999,447,2784489,811,2019-11-02T13:00:00Z,2,0.9880628104470437,30,31,4.667
April and Ron: The Student and Master - Parks and Recreation,Parks and Recreation,10:02,51668,746,3834466,1273,2018-12-05T17:00:08Z,0,0.9857671614454153,7,32,10.033
Ron Swanson: The Papa of Pawnee - Parks and Recreation,Parks and Recreation,10:06,24132,372,2078690,575,2018-10-03T16:00:06Z,1,0.984818805093046,19,32,10.1
Best Of Duke Silver - Parks and Recreation,Parks and Recreation,09:45,20059,254,1686518,722,2018-09-12T16:00:07Z,2,0.9874956924137251,31,32,9.75
What Makes Ron Swanson Happy? - Parks and Recreation,Parks and Recreation,10:05,29131,414,2246962,699,2019-04-03T16:00:00Z,3,0.9859874767304112,34,32,10.083
TOP 10 Ron Swanson Moments - Parks and Recreation,Parks and Recreation,10:07,7340,105,557217,158,2019-04-10T16:00:04Z,4,0.9858965748824715,48,32,10.117
Best Cold Opens - Parks and Recreation,Parks and Recreation,10:03,22304,267,1626198,549,2018-12-12T17:00:12Z,5,0.9881706614682557,56,32,10.05
Parks & Recreation - Ron Swanson's Best Moments in S06,Rohnebaek,16:57,41298,1255,5528962,1460,2016-01-24T18:05:19Z,6,0.9705073672831528,72,32,16.95
The Best Of Ron Swanson (Parks and Recreation),witchorking,32:15,260093,7283,29651262,13075,2017-02-22T21:06:12Z,7,0.9727612051941835,79,32,32.25
April Ludgate: The Worst Assistant in the World | Parks & Recreation | Comedy Bites,Comedy Bites,09:32,12033,214,670395,395,2021-03-31T16:30:03Z,0,0.9825263329795052,6,33,9.533
"Best of the Running Jokes from The Office, Parks & Recreation and Brooklyn Nine-Nine | Comedy Bites",Comedy Bites,10:23,3850,47,180242,136,2021-03-26T17:30:00Z,1,0.9879394405953298,14,33,10.383
parks and rec but the moments i audibly laughed at while watching,Remy,11:06,90374,858,2768544,2320,2021-01-30T12:00:13Z,0,0.9905954051210102,4,34,11.1
snl sometimes makes me laugh,Remy,09:46,29046,585,778815,608,2021-03-25T09:03:41Z,1,0.9802571631062064,13,34,9.767
So...who broke it? [We Bare Bears],soniana252,01:04,13676,133,273776,298,2019-01-18T22:28:42Z,0,0.990368600188283,10,35,1.067
Who Broke It? [Dream SMP Animatic],Scorpia,01:09,91671,427,1214446,1522,2021-01-24T06:08:47Z,1,0.9953636343894547,18,35,1.15
Jim's Pranks Against Dwight - The Office US,The Office,12:03,643312,9056,44195326,13780,2017-07-08T16:00:09Z,0,0.9861182645378069,3,36,12.05
The Office | Every Cold Open (Season 5 Part 2),Peacock,16:54,21403,380,1869858,571,2021-04-14T13:00:06Z,1,0.982555203599137,14,36,16.9
Angry Jim | The Office U.S. | Comedy Bites,Comedy Bites,04:46,12409,123,502180,357,2021-07-09T16:30:01Z,0,0.9901851260772423,8,37,4.767
ron swanson is a relatable king | Parks & Recreation | Comedy Bites,Comedy Bites,10:18,4036,33,173519,118,2021-07-14T16:30:05Z,1,0.9918898992381421,12,37,10.3
Angry Jim | The Office U.S. | Comedy Bites,Comedy Bites,04:46,12409,123,502180,357,2021-07-09T16:30:01Z,0,0.9901851260772423,7,38,4.767
12 MORE Office Pranks That Totally Flummoxed Dwight Schrute | The Office | COZI Dozen,COZI TV,10:43,25812,917,2473087,763,2021-04-01T20:54:03Z,1,0.9656926933293427,17,38,10.717
What Makes Ron Swanson Happy? - Parks and Recreation,Parks and Recreation,10:05,29131,414,2246962,699,2019-04-03T16:00:00Z,0,0.9859874767304112,5,39,10.083
Ron and Leslie - The Yin & Yang Of Pawnee - Parks and Recreation,Parks and Recreation,10:04,13946,206,1134568,379,2019-04-24T16:00:18Z,1,0.9854437535330696,14,39,10.067
Best Of The Shoeshine Stand - Parks and Recreation,Parks and Recreation,10:04,15043,234,1207167,421,2019-07-03T15:45:00Z,2,0.9846828565817897,30,39,10.067
The Absolute Total Best Of Andy Dwyer - Season 4,Andy Dwyer,11:38,50444,1387,9164577,2084,2012-04-13T05:18:42Z,3,0.9732399529239258,38,39,11.633
Best of Joan Callamezzo - Parks and Recreation,Parks and Recreation,10:00,6574,83,516611,308,2018-08-01T16:00:05Z,4,0.9875319212858645,47,39,10.0
Best of Grumpy Ron Swanson - Parks and Recreation,Parks and Recreation,10:15,9375,135,679714,369,2021-03-09T17:00:02Z,0,0.9858044164037855,2,40,10.25
Into The Wild With RON SWANSON | Parks and Recreation | Comedy Bites,Comedy Bites,09:55,12227,202,912503,494,2020-09-02T17:00:08Z,1,0.9837476868613726,19,40,9.917
Ron Swanson: The Papa of Pawnee - Parks and Recreation,Parks and Recreation,10:06,24133,372,2078690,575,2018-10-03T16:00:06Z,2,0.984819424607223,29,40,10.1
So...who broke it? [We Bare Bears],soniana252,01:04,13676,133,273776,298,2019-01-18T22:28:42Z,0,0.990368600188283,5,41,1.067
Sonic who broke it animatic (full color) #3,KayGabs,01:08,118,2,3551,6,2020-10-14T23:00:05Z,1,0.9833333333333333,20,41,1.133
Jerry's Perfect Life (and Wife!) | Parks & Recreation | Comedy Bites,Comedy Bites,10:43,12384,100,726656,722,2021-03-24T17:30:04Z,0,0.9919897468760013,8,42,10.717
April and Ben: Unexpected BESTIES | Comedy Bites,Comedy Bites,09:57,17355,124,751744,421,2021-02-17T17:30:03Z,1,0.9929057726414554,12,42,9.95
Best Of The Shoeshine Stand - Parks and Recreation,Parks and Recreation,10:04,15043,234,1207169,421,2019-07-03T15:45:00Z,0,0.9846828565817897,6,43,10.067
Ron Swanson: The Papa of Pawnee - Parks and Recreation,Parks and Recreation,10:06,24133,372,2078690,575,2018-10-03T16:00:06Z,1,0.984819424607223,16,43,10.1
Another Best of Cold Opens - Parks and Recreation,Parks and Recreation,10:04,22245,478,2424256,465,2019-01-09T17:00:07Z,2,0.9789640452405052,27,43,10.067
Best Of The Shoeshine Stand - Parks and Recreation,Parks and Recreation,10:04,15043,234,1207169,421,2019-07-03T15:45:00Z,3,0.9846828565817897,34,43,10.067
PAWNEE VS THE FLU - Parks and Recreation,Parks and Recreation,10:09,16560,254,1006094,753,2020-03-12T17:00:09Z,4,0.9848935410967051,51,43,10.15
Best Of Duke Silver - Parks and Recreation,Parks and Recreation,09:45,20059,254,1686518,722,2018-09-12T16:00:07Z,5,0.9874956924137251,60,43,9.75
Leslie Knope: Master of Gifts - Parks and Recreation,Parks and Recreation,10:10,15169,158,779120,507,2021-01-18T17:00:15Z,6,0.989691394271547,74,43,10.167
Christmas In Pawnee - Parks and Recreation,Parks and Recreation,10:06,12743,192,931365,318,2019-12-25T17:00:01Z,7,0.9851565519907228,81,43,10.1
Parks and Recreation - Best of Councilman Bill Dexhart,The Kevin Symons Channel,06:44,315,2,23341,21,2020-07-11T22:30:26Z,8,0.9936908517350158,89,43,6.733
Murals of Pioneer Hall,mkornely2,02:46,524,9,40052,24,2019-07-22T20:56:50Z,9,0.9831144465290806,100,43,2.767
Best of Grumpy Ron Swanson - Parks and Recreation,Parks and Recreation,10:15,9375,135,679722,369,2021-03-09T17:00:02Z,0,0.9858044164037855,1,44,10.25
Another Best of Cold Opens - Parks and Recreation,Parks and Recreation,10:04,22245,478,2424260,465,2019-01-09T17:00:07Z,1,0.9789640452405052,21,44,10.067
EVEN MORE Cold Opens - Parks and Recreation,Parks and Recreation,10:03,11315,288,1050008,549,2019-02-27T17:00:09Z,2,0.9751788330604154,23,44,10.05
Leslie Knope: Master of Gifts - Parks and Recreation,Parks and Recreation,10:10,15169,158,779120,507,2021-01-18T17:00:15Z,3,0.989691394271547,43,44,10.167
Jerry's Perfect Life (and Wife!) | Parks & Recreation | Comedy Bites,Comedy Bites,10:43,12384,100,726656,722,2021-03-24T17:30:04Z,4,0.9919897468760013,53,44,10.717
Ron Swanson's Guide to Romance | Parks & Recreation | Comedy Bites,Comedy Bites,10:22,5219,47,239977,231,2021-01-13T18:00:03Z,5,0.9910748195974174,56,44,10.367
Angry Jim | The Office U.S. | Comedy Bites,Comedy Bites,04:46,12409,123,502180,358,2021-07-09T16:30:01Z,0,0.9901851260772423,7,45,4.767
Jim vs. Ryan - The Office,The Office,07:33,68974,791,3886741,2364,2020-01-30T14:00:09Z,1,0.9886619365011109,15,45,7.55
Jerry's Perfect Life (and Wife!) | Parks & Recreation | Comedy Bites,Comedy Bites,10:43,12384,100,726656,722,2021-03-24T17:30:04Z,0,0.9919897468760013,8,46,10.717
Ron Swanson Vs The Government - Parks and Recreation,Parks and Recreation,10:04,21152,322,1631348,802,2019-01-23T17:00:07Z,1,0.9850051224736891,21,46,10.067
Best of Grumpy Ron Swanson - Parks and Recreation,Parks and Recreation,10:15,9375,135,679722,369,2021-03-09T17:00:02Z,0,0.9858044164037855,1,47,10.25
Citizens Of Pawnee - Parks and Recreation,Parks and Recreation,10:12,15645,269,1209127,1041,2019-12-18T17:00:01Z,1,0.9830966444639939,18,47,10.2
Ron Swanson Vs The Government - Parks and Recreation,Parks and Recreation,10:04,21152,322,1631349,802,2019-01-23T17:00:07Z,2,0.9850051224736891,29,47,10.067
Things Ron Swanson Hates - Parks and Recreation,Parks and Recreation,10:02,18764,332,1795374,580,2019-02-20T17:00:02Z,3,0.9826141600335149,38,47,10.033
Ron Swanson: The Papa of Pawnee - Parks and Recreation,Parks and Recreation,10:06,24133,372,2078690,575,2018-10-03T16:00:06Z,4,0.984819424607223,50,47,10.1
The Swanson Method To Parenting - Parks and Recreation,Parks and Recreation,04:36,19105,192,1355546,383,2019-08-05T15:45:01Z,5,0.9900502668808623,60,47,4.6
The Best Of Ron Swanson (Parks and Recreation),witchorking,32:15,260094,7283,29651310,13075,2017-02-22T21:06:12Z,6,0.9727613070682968,72,47,32.25
DIY With Ron Swanson - Parks and Recreation,Parks and Recreation,10:14,50475,761,4230567,1758,2020-01-08T17:00:01Z,7,0.9851471621516121,77,47,10.233
Who Broke It? (Animatic),Georgia Graham,01:07,301,2,4588,16,2021-04-14T00:21:11Z,0,0.9933993399339934,10,48,1.117
Who Broke It? Naruto Animatic,Alaura Marie,01:05,19377,100,365663,311,2020-04-24T14:56:31Z,1,0.9948657390768599,15,48,1.083
"Ron, April and Andy's Wild Puzzle - Parks and Recreation",Parks and Recreation,05:49,29157,340,1917488,566,2020-02-04T14:00:14Z,0,0.9884734040749906,2,49,5.817
Digging Up Dirt - Parks and Recreation,Parks and Recreation,04:29,16627,202,1269569,564,2020-06-18T16:00:01Z,1,0.9879969100956681,19,49,4.483
What Makes Ron Swanson Happy? - Parks and Recreation,Parks and Recreation,10:05,29132,414,2246972,699,2019-04-03T16:00:00Z,2,0.985987950991674,32,49,10.083
Most WHOLESOME Moments From PAWNEE | Parks and Recreation | Comedy Bites,Comedy Bites,10:05,6929,83,401256,215,2020-02-05T19:00:00Z,3,0.9881631488876212,36,49,10.083
Ron Swanson VS Technology | Parks and Recreation | Comedy Bites,Comedy Bites,10:15,19815,357,1350773,692,2020-05-06T18:00:06Z,4,0.9823022010707912,54,49,10.25
Angry Jim | The Office U.S. | Comedy Bites,Comedy Bites,04:46,12409,123,502180,358,2021-07-09T16:30:01Z,0,0.9901851260772423,7,50,4.767
ron swanson is a relatable king | Parks & Recreation | Comedy Bites,Comedy Bites,10:18,4036,33,173567,118,2021-07-14T16:30:05Z,1,0.9918898992381421,12,50,10.3
"Ron, April and Andy's Wild Puzzle - Parks and Recreation",Parks and Recreation,05:49,29157,340,1917488,566,2020-02-04T14:00:14Z,0,0.9884734040749906,2,51,5.817
April and Ben: Unexpected BESTIES | Comedy Bites,Comedy Bites,09:57,17355,124,751744,421,2021-02-17T17:30:03Z,1,0.9929057726414554,17,51,9.95
Machinery Shuffle!!,Larson Farms,18:45,16064,52,192192,387,2021-07-18T16:00:05Z,2,0.9967733929014644,25,51,18.75
WHO BROKE IT!? [Haikyuu!!],DnSama,01:07,200099,239,2119628,1558,2018-08-17T22:03:07Z,0,0.9988070161427188,9,52,1.117
I WANT IT THAT WAY [Haikyuu!!],DnSama,01:08,255134,465,2800854,4345,2020-02-18T17:55:54Z,1,0.9981807440561191,12,52,1.133
Best of Grumpy Ron Swanson - Parks and Recreation,Parks and Recreation,10:15,9375,135,679722,369,2021-03-09T17:00:02Z,0,0.9858044164037855,1,53,10.25
Every single meme from Parks And Recreation | Comedy Bites,Comedy Bites,10:02,15662,99,461768,338,2021-03-17T17:30:03Z,1,0.9937186726730537,17,53,10.033
Comedy Crossovers | Comedy Bites,Comedy Bites,10:06,29417,1175,1982091,1060,2019-02-02T17:00:01Z,2,0.9615912656903766,28,53,10.1
