Title,Channel,Length,Likes,Dislikes,Views,Comments,Uploaded,Depth,LikeRatio,index,Run,Minutes
Worst of Jeremy Jamm - Parks and Recreation,Parks and Recreation,10:02,8159,148,659432,397,2019-08-21T15:45:01Z,2,0.9821837004935596,32,2,10.033
Best Pranks - Parks and Recreation,Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,3,0.9953105809669135,33,2,1.283
PAWNEE VS THE FLU - Parks and Recreation,Parks and Recreation,10:09,16560,254,1006092,753,2020-03-12T17:00:09Z,3,0.9848935410967051,34,2,10.15
Jerry's Perfect Life (and Wife!) | Parks & Recreation | Comedy Bites,Comedy Bites,10:43,12384,100,726654,722,2021-03-24T17:30:04Z,3,0.9919897468760013,35,2,10.717
Best of Barney Varmn - Parks and Recreation,Parks and Recreation,10:06,15281,112,735233,910,2019-08-07T15:45:00Z,3,0.9927239654388358,36,2,10.1
Wholesome Pawnee - Parks and Recreation,Parks and Recreation,10:07,4508,50,255571,159,2019-09-11T15:29:30Z,3,0.9890302764370338,37,2,10.117
Best Cold Opens - Parks and Recreation,Parks and Recreation,10:03,22304,267,1626195,549,2018-12-12T17:00:12Z,3,0.9881706614682557,38,2,10.05
Best Of The Shoeshine Stand - Parks and Recreation,Parks and Recreation,10:04,15043,234,1207165,421,2019-07-03T15:45:00Z,3,0.9846828565817897,39,2,10.067
20 Times That Tom Haverford Got OWNED - Parks and Recreation,Parks and Recreation,10:08,10702,241,880927,616,2019-10-30T16:45:00Z,3,0.9779767888147675,40,2,10.133
The World According To Andy Dwyer - Parks and Recreation,Parks and Recreation,10:08,9505,119,569486,2,2020-06-24T16:00:11Z,3,0.9876350789692435,41,2,10.133
The Best Of Ron Swanson (Parks and Recreation),witchorking,32:15,260091,7283,29651217,13075,2017-02-22T21:06:12Z,3,0.9727610014436706,42,2,32.25
Every single meme from Parks And Recreation | Comedy Bites,Comedy Bites,10:02,15662,99,461757,338,2021-03-17T17:30:03Z,3,0.9937186726730537,43,2,10.033
Best Cold Opens - Parks and Recreation,Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,4,0.9953105809669135,44,2,1.283
The Best Of Ron Swanson (Parks and Recreation),witchorking,32:15,260091,7283,29651217,13075,2017-02-22T21:06:12Z,4,0.9727610014436706,45,2,32.25
EVEN MORE Cold Opens - Parks and Recreation,Parks and Recreation,10:03,11315,288,1050006,549,2019-02-27T17:00:09Z,4,0.9751788330604154,46,2,10.05
Chris Traeger Is The Bionic Man - Parks and Recreation,Parks and Recreation,10:10,14777,166,892610,629,2019-12-04T17:00:15Z,4,0.9888911195877669,47,2,10.167
Uptight Ben - Parks and Recreation,Parks and Recreation,05:05,16096,186,1172597,352,2019-01-19T17:00:09Z,4,0.9885763419727306,48,2,5.083
Digging Up Dirt - Parks and Recreation,Parks and Recreation,04:29,16627,202,1269564,564,2020-06-18T16:00:01Z,4,0.9879969100956681,49,2,4.483
parks and rec but the moments i audibly laughed at while watching,Remy,11:06,90374,858,2768535,2320,2021-01-30T12:00:13Z,4,0.9905954051210102,50,2,11.1
The World According To Andy Dwyer - Parks and Recreation,Parks and Recreation,10:08,9505,119,569486,2,2020-06-24T16:00:11Z,4,0.9876350789692435,51,2,10.133
Best Of The Shoeshine Stand - Parks and Recreation,Parks and Recreation,10:04,15043,234,1207165,421,2019-07-03T15:45:00Z,4,0.9846828565817897,52,2,10.067
Best of Jerry - Parks and Recreation,Parks and Recreation,10:06,9142,235,856938,697,2018-07-09T16:00:02Z,4,0.9749386797483204,53,2,10.1
The ULTIMATE Cold Opens | Parks and Recreation | Comedy Bites,Comedy Bites,10:02,10471,161,863184,247,2019-11-01T21:00:00Z,4,0.9848570353649361,54,2,10.033
The Best Of Ron Swanson (Parks and Recreation),Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,5,0.9953105809669135,55,2,1.283
Parks & Recreation - Ron Swanson's Best Moments in S06,Rohnebaek,16:57,41298,1255,5528952,1460,2016-01-24T18:05:19Z,5,0.9705073672831528,56,2,16.95
Dwight's Schemes - The Office US,The Office,14:14,28498,480,1936054,813,2020-10-17T17:00:09Z,5,0.9834357098488509,57,2,14.233
Impractical Jokers: The Best of Focus Groups (Mashup) | truTV,truTV,1:07:42,146521,5674,16781696,6943,2020-05-01T23:59:48Z,5,0.9627188803837182,58,2,67.7
Parks and Recreation Out of Context,Mr.Sherbert,1:05:18,21365,628,1623755,1114,2019-11-07T14:36:08Z,5,0.9714454599190652,59,2,65.3
The Best of the Cold Opens - Brooklyn Nine-Nine (Mashup),Brooklyn Nine-Nine,14:53,171022,2007,9970387,4125,2019-07-17T20:00:05Z,5,0.9884007883071624,60,2,14.883
33 Minutes of JOHN MULANEY,LaughPlanet,34:45,150009,2553,6051829,3656,2020-04-23T16:26:28Z,5,0.9832658197978527,61,2,34.75
DIY With Ron Swanson - Parks and Recreation,Parks and Recreation,10:14,50475,761,4230535,1758,2020-01-08T17:00:01Z,5,0.9851471621516121,62,2,10.233
The Office - Signs of a Declining Sitcom,Jesse Tribble,34:33,128614,9776,5213809,10986,2019-08-03T14:33:15Z,5,0.9293590577353855,63,2,34.55
8 Of Bill Burrs Funniest Jokes,Daily Dose Comedy,44:42,12447,626,1027095,596,2020-10-20T20:55:00Z,5,0.9521150462785894,64,2,44.7
Ron Swanson and the Coffeepot Mystery - Parks and Recreation,Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,0,0.9953105809669135,0,3,1.283
Best of Grumpy Ron Swanson - Parks and Recreation,Parks and Recreation,10:15,9375,135,679703,369,2021-03-09T17:00:02Z,0,0.9858044164037855,1,3,10.25
Jim's Pranks Against Dwight - The Office US,The Office,12:03,643310,9056,44195289,13780,2017-07-08T16:00:09Z,0,0.9861182219796862,2,3,12.05
"Ron, April and Andy's Wild Puzzle - Parks and Recreation",Parks and Recreation,05:49,29157,340,1917483,566,2020-02-04T14:00:14Z,0,0.9884734040749906,3,3,5.817
parks and rec but the moments i audibly laughed at while watching,Remy,11:06,90374,858,2768535,2320,2021-01-30T12:00:13Z,0,0.9905954051210102,4,3,11.1
So...who broke it? [We Bare Bears],soniana252,01:04,13676,133,273776,298,2019-01-18T22:28:42Z,0,0.990368600188283,5,3,1.067
April Ludgate: The Worst Assistant in the World | Parks & Recreation | Comedy Bites,Comedy Bites,09:32,12033,214,670393,395,2021-03-31T16:30:03Z,0,0.9825263329795052,6,3,9.533
Angry Jim | The Office U.S. | Comedy Bites,Comedy Bites,04:46,12404,123,502105,357,2021-07-09T16:30:01Z,0,0.9901812085894468,7,3,4.767
Jerry's Perfect Life (and Wife!) | Parks & Recreation | Comedy Bites,Comedy Bites,10:43,12384,100,726654,722,2021-03-24T17:30:04Z,0,0.9919897468760013,8,3,10.717
Christmas In Pawnee - Parks and Recreation,Parks and Recreation,10:06,12743,192,931362,318,2019-12-25T17:00:01Z,0,0.9851565519907228,9,3,10.1
Best Of The Shoeshine Stand - Parks and Recreation,Parks and Recreation,10:04,15043,234,1207165,421,2019-07-03T15:45:00Z,0,0.9846828565817897,10,3,10.067
Angry Jim | The Office U.S. | Comedy Bites,Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,1,0.9953105809669135,11,3,1.283
The Office U.S. but it's just all the memes | Comedy Bites,Comedy Bites,09:23,44164,222,1049274,957,2021-02-19T17:30:00Z,1,0.9949984229261479,12,3,9.383
ron swanson is a relatable king | Parks & Recreation | Comedy Bites,Comedy Bites,10:18,4035,33,173491,118,2021-07-14T16:30:05Z,1,0.9918879056047197,13,3,10.3
Jim vs. Ryan - The Office,The Office,07:33,68974,791,3886723,2364,2020-01-30T14:00:09Z,1,0.9886619365011109,14,3,7.55
THE ANGRY ADVENTURES OF MICHAEL SCOTT | The Office | Comedy Bites,Comedy Bites,10:04,12254,208,642925,424,2020-04-26T18:00:27Z,1,0.9833092601508586,15,3,10.067
MORE Season 6 BLOOPERS | The Office US | Comedy Bites,Comedy Bites,10:07,49244,630,3925126,1175,2020-02-01T19:00:09Z,1,0.9873681677828127,16,3,10.117
The Office — Karen makes fun of Jim’s camera stare,Eddie,:14,5238,49,206140,192,2021-06-18T19:30:10Z,1,0.9907319841119727,17,3,0.233
The Best Of SKELETON MAN | The Office | Comedy Bites,Comedy Bites,10:01,44750,851,2470892,2282,2020-08-23T15:00:03Z,1,0.9813381285498125,18,3,10.017
The Office: Deep Cuts | Comedy Bites,Comedy Bites,10:02,2896,48,154034,166,2021-07-12T16:30:00Z,1,0.9836956521739131,19,3,10.033
Michael Scott Once Said… Your Favourite Michael Quotes | The Office | Comedy Bites,Comedy Bites,08:20,13320,112,452714,423,2021-06-18T16:30:04Z,1,0.9916617033948779,20,3,8.333
PRANK MACHINES | The Office US | Comedy Bites,Comedy Bites,10:01,48103,839,3245178,868,2019-12-29T18:00:04Z,1,0.98285725961342,21,3,10.017
Ron Swanson and the Coffeepot Mystery - Parks and Recreation,Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,0,0.9953105809669135,0,4,1.283
Best of Grumpy Ron Swanson - Parks and Recreation,Parks and Recreation,10:15,9375,135,679703,369,2021-03-09T17:00:02Z,0,0.9858044164037855,1,4,10.25
Jim's Pranks Against Dwight - The Office US,The Office,12:03,643310,9056,44195289,13780,2017-07-08T16:00:09Z,0,0.9861182219796862,2,4,12.05
"Ron, April and Andy's Wild Puzzle - Parks and Recreation",Parks and Recreation,05:49,29157,340,1917483,566,2020-02-04T14:00:14Z,0,0.9884734040749906,3,4,5.817
parks and rec but the moments i audibly laughed at while watching,Remy,11:06,90374,858,2768535,2320,2021-01-30T12:00:13Z,0,0.9905954051210102,4,4,11.1
So...who broke it? [We Bare Bears],soniana252,01:04,13676,133,273776,298,2019-01-18T22:28:42Z,0,0.990368600188283,5,4,1.067
April Ludgate: The Worst Assistant in the World | Parks & Recreation | Comedy Bites,Comedy Bites,09:32,12033,214,670393,395,2021-03-31T16:30:03Z,0,0.9825263329795052,6,4,9.533
Angry Jim | The Office U.S. | Comedy Bites,Comedy Bites,04:46,12405,123,502105,357,2021-07-09T16:30:01Z,0,0.9901819923371648,7,4,4.767
Jerry's Perfect Life (and Wife!) | Parks & Recreation | Comedy Bites,Comedy Bites,10:43,12384,100,726654,722,2021-03-24T17:30:04Z,0,0.9919897468760013,8,4,10.717
Christmas In Pawnee - Parks and Recreation,Parks and Recreation,10:06,12743,192,931362,318,2019-12-25T17:00:01Z,0,0.9851565519907228,9,4,10.1
WHO BROKE IT!? [Haikyuu!!],DnSama,01:07,200099,239,2119616,1558,2018-08-17T22:03:07Z,0,0.9988070161427188,10,4,1.117
parks and rec but the moments i audibly laughed at while watching,Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,1,0.9953105809669135,11,4,1.283
The Best Of Ron Swanson (Parks and Recreation),witchorking,32:15,260091,7283,29651217,13075,2017-02-22T21:06:12Z,1,0.9727610014436706,12,4,32.25
snl sometimes makes me laugh,Remy,09:46,29046,585,778808,608,2021-03-25T09:03:41Z,1,0.9802571631062064,13,4,9.767
Favorite Lines From Every Community Episode,GalahadGregory,14:55,19626,173,590681,667,2021-05-28T17:42:09Z,1,0.9912621849588363,14,4,14.917
a new girl compilation but it's mostly nick miller because i have a problem,Remy,08:51,18203,82,554497,359,2021-02-22T23:48:02Z,1,0.9955154498222587,15,4,8.85
tiktoks that make me wheeze part 6,banana peel,43:42,161785,2737,5632212,6280,2021-02-01T20:25:28Z,1,0.9833639270128007,16,4,43.7
April and Ben: Unexpected BESTIES | Comedy Bites,Comedy Bites,09:57,17354,124,751732,421,2021-02-17T17:30:03Z,1,0.9929053667467673,17,4,9.95
Charlie Kelly: Illiteracy compilation,Dolianify,13:52,46084,1009,5077920,2471,2017-05-22T12:48:26Z,1,0.9785743104070669,18,4,13.867
parks and rec but just the parts i resonate with,hayes,06:13,38395,199,660035,842,2020-12-18T20:15:03Z,1,0.9948437580971136,19,4,6.217
Improv In Always Sunny (Bloopers),blashco,09:46,57239,769,4078354,1463,2020-03-23T05:42:40Z,1,0.9867432078334023,20,4,9.767
snl moments that are the equivalent of antidepressants,adam,12:28,18015,293,689752,254,2021-05-23T08:42:26Z,1,0.9839960672929867,21,4,12.467
Ron Swanson and the Coffeepot Mystery - Parks and Recreation,Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,0,0.9953105809669135,0,5,1.283
Ron Writes A Will | Parks and Recreation | Comedy Bites,Comedy Bites,04:54,15996,324,1205959,544,2019-05-17T16:00:03Z,0,0.9801470588235294,1,5,4.9
Jim's Pranks Against Dwight - The Office US,The Office,12:03,643310,9056,44195289,13780,2017-07-08T16:00:09Z,0,0.9861182219796862,2,5,12.05
April Ludgate: The Worst Assistant in the World | Parks & Recreation | Comedy Bites,Comedy Bites,09:32,12033,214,670393,395,2021-03-31T16:30:03Z,0,0.9825263329795052,3,5,9.533
parks and rec but the moments i audibly laughed at while watching,Remy,11:06,90374,858,2768539,2320,2021-01-30T12:00:13Z,0,0.9905954051210102,4,5,11.1
WHO BROKE IT!? [Haikyuu!!],DnSama,01:07,200099,239,2119616,1558,2018-08-17T22:03:07Z,0,0.9988070161427188,5,5,1.117
"Ron, April and Andy's Wild Puzzle - Parks and Recreation",Parks and Recreation,05:49,29157,340,1917483,566,2020-02-04T14:00:14Z,0,0.9884734040749906,6,5,5.817
Educating Andy Dwyer - Parks and Recreation,Parks and Recreation,10:06,21183,341,1586053,628,2020-01-01T17:00:04Z,0,0.984157219847612,7,5,10.1
Jake Peralta actually being an amazing detective slash genius | Brooklyn Nine-Nine,Comedy Bites,09:45,39141,278,1297851,712,2021-06-14T16:30:04Z,0,0.9929475633577717,8,5,9.75
Christmas In Pawnee - Parks and Recreation,Parks and Recreation,10:06,12743,192,931362,318,2019-12-25T17:00:01Z,0,0.9851565519907228,9,5,10.1
So...who broke it? [We Bare Bears],soniana252,01:04,13676,133,273776,298,2019-01-18T22:28:42Z,0,0.990368600188283,10,5,1.067
Educating Andy Dwyer - Parks and Recreation,Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,1,0.9953105809669135,11,5,1.283
Another Best of Cold Opens - Parks and Recreation,Parks and Recreation,10:04,22245,478,2424250,465,2019-01-09T17:00:07Z,1,0.9789640452405052,12,5,10.067
Best of Andy Dwyer - Parks and Recreation,Parks and Recreation,10:05,26848,337,2321682,685,2019-01-16T17:00:04Z,1,0.987603457789222,13,5,10.083
Ron Swanson: Ladies Man - Parks and Recreation,Parks and Recreation,10:09,9648,127,712860,387,2020-03-25T17:00:01Z,1,0.9870076726342711,14,5,10.15
12 Office Pranks That Totally Flummoxed Dwight Schrute | The Office | COZI Dozen,COZI TV,11:37,140536,4866,13316375,3206,2019-03-28T20:18:22Z,1,0.9665341604654681,15,5,11.617
April & Ann: BEST FRENEMIES | Parks & Recreation | Comedy Bites,Comedy Bites,10:25,12231,155,681900,341,2021-03-10T17:30:00Z,1,0.987485871144841,16,5,10.417
Chris Traeger Is The Bionic Man - Parks and Recreation,Parks and Recreation,10:10,14777,166,892613,629,2019-12-04T17:00:15Z,1,0.9888911195877669,17,5,10.167
12 MORE Office Pranks That Totally Flummoxed Dwight Schrute | The Office | COZI Dozen,COZI TV,10:43,25812,917,2473073,763,2021-04-01T20:54:03Z,1,0.9656926933293427,18,5,10.717
The Absolute Total Best Of Andy Dwyer - Season 4,Andy Dwyer,11:38,50444,1387,9164575,2084,2012-04-13T05:18:42Z,1,0.9732399529239258,19,5,11.633
April and Andy (Behind The Scenes) - Parks and Recreation,Parks and Recreation,08:25,69004,635,4976289,2401,2015-01-28T00:55:22Z,1,0.990881546259998,20,5,8.417
Andy And Lord Covintgon - Parks and Recreation,Parks and Recreation,04:58,17767,122,937284,827,2019-12-19T17:00:01Z,1,0.9931801665828163,21,5,4.967
12 Office Pranks That Totally Flummoxed Dwight Schrute | The Office | COZI Dozen,Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,2,0.9953105809669135,22,5,1.283
Jim's Pranks Against Dwight - The Office US,The Office,12:03,643310,9056,44195289,13780,2017-07-08T16:00:09Z,2,0.9861182219796862,23,5,12.05
DIY With Ron Swanson - Parks and Recreation,Parks and Recreation,10:14,50475,761,4230535,1758,2020-01-08T17:00:01Z,2,0.9851471621516121,24,5,10.233
Impractical Jokers: The Best of Focus Groups (Mashup) | truTV,truTV,1:07:42,146521,5674,16781696,6943,2020-05-01T23:59:48Z,2,0.9627188803837182,25,5,67.7
12 MORE Office Pranks That Totally Flummoxed Dwight Schrute | The Office | COZI Dozen,COZI TV,10:43,25812,917,2473073,763,2021-04-01T20:54:03Z,2,0.9656926933293427,26,5,10.717
The Office | Every Cold Open (Season 9 Part 1),Peacock,16:40,2580,43,198378,75,2021-07-14T13:00:00Z,2,0.9836065573770492,27,5,16.667
Complaints Against Jim,11CollinJames,03:40,72043,1963,9442504,1704,2011-03-24T04:44:42Z,2,0.9734751236386239,28,5,3.667
What Makes Ron Swanson Happy? - Parks and Recreation,Parks and Recreation,10:05,29131,414,2246955,699,2019-04-03T16:00:00Z,2,0.9859874767304112,29,5,10.083
The Office | Every Cold Open (Season 8 Part 1),Peacock,20:05,5771,95,384053,173,2021-06-18T16:39:44Z,2,0.9838049778383907,30,5,20.083
Parks & Recreation - Ron Swanson's Best Moments in S06,Rohnebaek,16:57,41298,1255,5528952,1460,2016-01-24T18:05:19Z,2,0.9705073672831528,31,5,16.95
"Ron Swanson, A Lifestyle (Vol. IV) - Parks and Recreation",Parks and Recreation,10:07,22652,347,1984720,550,2019-11-07T20:30:00Z,2,0.9849123874951085,32,5,10.117
Ron Swanson and the Coffeepot Mystery - Parks and Recreation,Parks and Recreation,01:17,53486,252,1478610,1111,2020-04-28T13:00:25Z,0,0.9953105809669135,0,6,1.283
Best of Grumpy Ron Swanson - Parks and Recreation,Parks and Recreation,10:15,9375,135,679703,369,2021-03-09T17:00:02Z,0,0.9858044164037855,1,6,10.25
Jim's Pranks Against Dwight - The Office US,The Office,12:03,643310,9056,44195289,13780,2017-07-08T16:00:09Z,0,0.9861182219796862,2,6,12.05
So...who broke it? [We Bare Bears],soniana252,01:04,13676,133,273776,298,2019-01-18T22:28:42Z,0,0.990368600188283,3,6,1.067
Who Broke It? (Animatic),Georgia Graham,01:07,301,2,4588,16,2021-04-14T00:21:11Z,0,0.9933993399339934,4,6,1.117
"Ron, April and Andy's Wild Puzzle - Parks and Recreation",Parks and Recreation,05:49,29157,340,1917483,566,2020-02-04T14:00:14Z,0,0.9884734040749906,5,6,5.817
Ron Swanson Pulls Out His Tooth - Parks and Recreation,Parks and Recreation,01:11,10431,73,560610,296,2019-09-03T13:00:07Z,0,0.9930502665651181,6,6,1.183
Angry Jim | The Office U.S. | Comedy Bites,Comedy Bites,04:46,12405,123,502143,357,2021-07-09T16:30:01Z,0,0.9901819923371648,7,6,4.767
